136.726,8.06156
434.466,204.536
182.372,167.072
481.381,120.241
323.037,190.52
176.171,209.515
294.232,88.1129
149.888,176.288
380.827,216.696
464.808,104.426
230.655,287.412
147.641,197.86
329.364,83.2515
68.6673,275.133
370.958,68.8531
177.072,144.756
136.85,49.394
411.348,187.715
39.6154,32.5946
412.079,67.1464
407.234,282.095
245.363,25.3537
52.2255,171.004
9.89175,212.44
220.86,45.8267
481.052,264.242
217.505,112.641
434.051,28.036
398.606,48.9425
389.054,79.2467
476.448,151.917
190.197,90.6968
350.114,280.578
158.313,159.535
328.547,13.0873
194.295,203.045
146.666,27.8882
69.4597,130.202
213.057,274.732
133.045,184.181
459.372,43.2795
50.1498,263.574
405.711,220.694
28.2993,86.4797
428.085,56.9684
177.489,186.323
63.8405,243.054
34.5595,258.976
283.937,170.244
489.235,21.3881
16.0734,200.397
301.064,63.7597
347.496,18.9649
453.389,14.6602
43.376,286.724
66.8118,184.119
149.731,63.7911
178.467,278.072
271.535,192.807
202.461,289.373
144.19,282.7
196.226,111.764
367.635,6.67028
4.44438,226.462
43.2727,147.521
442.54,135.182
416.584,87.3203
290.135,216.979
345.776,5.7894
486.695,48.7707
475.461,10.6021
373.262,45.2766
210.836,18.5332
127.472,25.8409
216.876,96.102
